review_id,published_date,updated_date,reported_date,stars,review_text
5ba38b5b8c83fd06e0c27624,2018-09-20 11:58:19+00:00,2018-09-20 13:52:42+00:00,,1,"Ordered new phone, sent back new phone (didnt like it) wanted to revert to previous (cheaper) contract.Six months later and many phone calls made still paying for returned phone. What is wrong wiith tescomobile? why dont you listen, big time wasters.Might go to better company.so today oliver and oliver whom call therselves ""customer care""  are fighting with other departments to resolve this overpayment but  failed to resolve and did not call back as promised. (4th time)still trying  but every call requires the full detailed explanation of what happened, when,whom and inside leg measurement. disgusted, fed up. tired of tesco.  now talking to tescos  hanna who says she can sort this for me??"
5ba36bbc8c83fd0b58da23b4,2018-09-20 09:43:24+00:00,,,1,"I would like to give 0 star if there is. Horrible service, unreasonable charge for multiple times. Unable to reach out to their customer service via live chat. Even though you get a response via email, they always reply content from a predefined script, useless..."
5ba264838c83fd0b58d9d55b,2018-09-19 15:00:19+00:00,,,1,Awful customer care. i pay close to £10 a month in insurance to cover phone damages etc. my phone suffered water damage yesterday and i've been on the phone all morning after being told that the model of iphone i own is out of stock and i will just have to wait until it becomes available again to get a replacement. I pay the insurance to get the next day replacement service. Have been told they can't do anything despite the model being in stock on the website. Don't bother with the insurance it's a waste of time and had i known i would have to wait that long for the replacement i wouldn't have bothered with it in the first place.
5b9fa8fb8c83fd0b58d8e3f4,2018-09-17 13:15:39+00:00,,,1,"After 13 years of being with Tesco Mobile. I'm absolutely disgusted , the experience I've just gone through has made my mental health deteriorate, I feel sick and the whole experience has made me very emotionally unstable ! I've been lied too called my friend by a adviser !!! I was told I would receive a phone call from the escalations team on Wednesday 12th which didn't happen! I had to ring them back myself that evening only to be told they would ring me back by 7 pm this did  not happen ! I explained about 5 times I was going into hospital for a operation on Thursday 13th and I wouldn't be available but the escalation team still rang me and left an answer phone message on the day of the operation was incompetent on there part ! So this morning I rang them back and was told he was dealing with another compliant and was told he would ring me back in 20 -30 minutes,again this didn't happen so I've just had to ring customer care and explain myself again. I have just cancelled my contract,so thanks Tesco for taking my money and not even trying to keep me as a valued customer ?"
5b9f8aa98c83fd0b58d8d679,2018-09-17 11:06:17+00:00,,,1,Customer service is very slow with endless recorded messages.  Seem extremely reluctant to give out the PAC
5b9e1ab08c83fd0b58d87fd1,2018-09-16 08:56:16+00:00,,,1,"Complete rip off!I have had two contracts with tesco mobile or over two years and not many problems until recently. I took out tesco mobile protect to insure one of my devices which got broken so made a claim. They send the new phone the next day and request you to return the broken device using the envelope they send. They did not send me an envelope, I called tesco mobile to request one and sent it off with recorded delivery. I received two emails from Tesco to say they had received my old device - 4 months later they have charged me £75 for not returning the device. Every time i called I was told new information that contradicted the last. My device was sent to tesco mobile warehouse not tesco mobile protect warehouse so that I why I was charged. I am as of yet to get this money back as this can take upto 8 weeks!! Not happy at all!! In all I was paying £6 a month for insurance, £40 excess fee for new device then £75 for non return of old device (which I did return and have proof of this) all on top of my usual £30 a month contract."
5b9d04408c83fd0b58d84ef0,2018-09-15 13:08:16+00:00,,,1,"To be honest, I don’t think I have ever had such a painful, stressful and frustrating experience, with any company.  I have been a Tesco mobile customer sine 2014, but decided recently to move providers as I could access a better deal.  Every time you call Tesco’s, you can at least be held on the phone for at least a period of 30 minutes plus.  I purchased my phone originally so I was not locked to a network.  I started out with Tesco and unbeknown to me they locked m6 phone to their network without informing me, when I asked where it said they would do this, in the small print, they could not respond.  I called and asked for a pac code, to transfer to my new provider, the advisor did not advise me that my phone was locked to Tesco’s, or when the pac code would become live, only that I had 30 days to use it.  Tesco’s cut my phone off les than 48 hours later.  I tried to use my new SIM card only to find out the phone was locked to Tesco’s.  I spent a further 40 minutes talking to their customer care team, who said they would get the phone unlocked, and this might take up to 7 days, I explaned that this left me with no phone for 7 days, but they took no responsibility despite the fact they originally locked the phone without informing me.  They said I would receive a code from apple to unlock it.  I have now waited for 5 days, still no code, so I went to the apple shop to ask if they could assist in what might be the hold up.  Apple devised me that they do not get involved with providing codes for unlocking and that Tesco’s would be informing me of the code, and it is the said company that provide the code to me.  Having then spent a further hour on the phone to Tesco’s speaking with at least 6 different people, I find myself no further forward than I was at the start of the week.  Tesco’s have been shocking and how they can call their team customer care, I do not undertstand.  I have never been so frustrated in dealing with a company where I was passed around with no resolution.  I will never buy another mobile phone, or SIM card via Tesco’s again, customer service was shocking.  Not at any point was I even offered any compensation for the amount of calls I had made, any stress that was caused, being misinformed, or even locking my phone ."
5b9cf69c8c83fd0b58d84b5c,2018-09-15 12:10:04+00:00,,,5,"We spoke to Katherine today regarding my Husbands pay as you go SIM she was very helpful, polite and couldn't have been more caring if she tried, the lady who sold the package to my husband didn't explain how the data worked to him, so unknowingly he used up all of his £10 without making hardly any calls, he did tell her all he wanted from the a phone was the ability to make calls and send texts, she didn't explain that you could turn the mobile data off!! Anyway as I said we spoke to Katherine, who took the trouble to explain all these things and returned the £10 to the phone, the mobile data is now turned OFF! Once again our very grateful thanks to Katherine for her kindness, patience and very helpful advice. you could certainly do with more Katherines on your team. Jenny and Julian Ollett"
5b9c0f188c83fd06e0c06090,2018-09-14 19:42:16+00:00,,,1,"Now a new customer service low from the company which brought you accounting fraud, mass data breaches and gender pay discrimination. I recently needed to replace a faulty handset for a new one with a different sim size. Tesco mobile took 4 days to transfer my existing Tesco mobile service to a new sim on their own network, leaving me tied to a handset which was freezing every couple of hours. No help from customer service who, despite admitting the cause was a known systems fault at the company, refused to help unless I destroyed my old sim which would have left me with no service whatsoever for 24 hours - or longer,depending on whether they could actually be bothered to transfer my service. Avoid."
5b9bf8018c83fd0b58d816e5,2018-09-14 18:03:45+00:00,,,5,"I have just had a great conversation with one Usman, member of Tesco Mobile team. He was very helpful and put me on the right bundle i needed, without prompting. Thank you Usman your a top guy...Mrs Carol Carter...xx"
5bd3437a9d37800ae464b853,2018-10-26 16:40:26+00:00,,,5,"I would recommend this company! I lost my SIM card on holiday was unable to phone as abroad so tweeted them, they tweeted me a link to a web chat strait away and sent me a new sim out in minutes! I was previously with o2 and have spent hours on web chat them to sort a quick problem so was pleasantly surprised for it to be so quick! They even tweeted me 2 weeks later to check my sim had arrived, brilliant customer services and very efficient! Thank you 🙂"
5bd322ad9d37800a301c8d47,2018-10-26 14:20:29+00:00,,,5,"In my experience Tesco Mobile is great...Mobile app is super-easy to use, customer service has always been super helpful, top bants on Twitter...literally no complaints!!"
5bd0d4799d378007ec76dd2d,2018-10-24 20:22:17+00:00,,,1,I was trying to cancel my contact with you i had to ring up 5  different people for your team and then I was  finally  Put though to the right person and he had no  clue about what I was wonting to do so I think  Tesco’s mobile is a  joke I will never ever use you again very angry  customer
5bd0abc19d378006f4851354,2018-10-24 17:28:33+00:00,,,5,my experience  with tesco mobile has been brill.we met the lovle Charlene at (Chester lockoford lane)what a great lady.she explained options  ectr very pleasant in fact she did everything for us.she took all the stress out of buying mobile.she even put us a app non.as I am new to all this technology.great lady.well that's my phone sorted.bet my partner Pete will be wanting one soon do we will definitely be back.once again Charlene  big thank you.. Joy & Pete
5bd07c289d378006f484fb43,2018-10-24 14:05:28+00:00,,,5,Always responds very quickly.Great customer service.
5bcb98529d37800300d164c9,2018-10-20 21:04:18+00:00,,,1,I've been with Tesco Mobile since 27th May this year and thought I had got a good deal. How wrong was I wish I hadn't moved from 3 Mobile just because Tesco offered a cheaper deal. I can't get any signal indoors in any building no matter what town or city I am in. The answer from their customer service agent was to go and stand outside and make the call. As my parents live in Northern Ireland my phone calls are not 2 mins long but more like 30-60 mins long. Coming into the winter I shouldn't have to go and stand outside to make phone calls or send texts. I'm paying for a service and only receiving half a service. Wish I could go back in time so I didn't leave my old provider. Possibly going to have to buy a sim only from another provider just to be able to get coverage indoors and outdoors which is ridiculous. I will not be recommending Tesco Mobile to anybody and advising friends and family against them.
5bcb60019d37800300d156f9,2018-10-20 17:04:01+00:00,2018-10-20 17:05:14+00:00,,4,"Was with them for about 2 years, left last month as contract expired. The bad: I had a sim only deal before I bought a phone from them, so when I got the new tariff and phone I was told via the website that I'd be getting 2gb of data per month with the contract and the new tariff and phone would be 25£/month. I'm not sure what happened but I was kept on my old tariff but paying 25£/month. Spoke with 1 person and was then passed to someone else who confirmed I'd be getting 2gb of data with contract. Which didn't happen. As I didn't get use that much data back then it wasn't an issue until the last 6 months of the contract when I moved jobs and didn't get free WiFi at the new place so the last 6 months were painful. Also when I was leaving the company I had to speak with 5-6 people to get the special code that allows you to keep your number with new provider. Also you get poor value for money with their tariffs like £7.50 for 1gb data. The good: I got a 300£ Galaxy S6 back when S7 released plus ""200£"" wireless earphones. The phone was great, but the earphones take about 4hrs to charge, about twice the time the phone takes to charge and don't work with the Samsung app.. what a joke. I don't blame Tesco but what a rubbish I was gifted for ""200£"". Also their coverage is great and fast and back then prices were competitive."
5bcb13be9d37800b2443303c,2018-10-20 11:38:38+00:00,,,1,"If there was a 0 star rate I would use it. Tesco mobile is absolute rubbish, customer care is painful and negligent. especially on the chat, they ask you the same question over and over again and basically, nothing gets done. not sure where this is based but it certainly feels like talking to a wall.  An unauthorised payment was debited from my bank account and when I claimed this they said they couldnt find my details on their server and they couldnt help me, my bank couldnt refund because it was made via direct debit. not only they have STOLEN money from my account but they have also transfered bundles into standard rates which means instead of operating on a (for example) 5 GB bundle, they have charged standard rates and exhausted the credit in ONE DAY!. Claiming to have cancelled it without any explanation. obviously, they must be doing something right to be able to get away with this scam, so AVOID! at all cost. thet will misuse your card details, your top up credit and get away with is. Better not risk it, you won't win as they say ""you are not on our system, we can't help you""."
5bc8e97b9d378004f01f9d72,2018-10-18 20:13:47+00:00,,,1,"After care customer service is terrible, due a renewal and offered a free gift (choice of headset wireless chargers or headphones) and extremely poor deal, nearly £20 more per mth than other reputable companies. Rang through to be told retention team and Emily the agents attitude was horrendous and insulting. Asked to speak to her manager Tony but he was too busy watching his team to take calls. No interest in keeping customers and was sighed at and basically told I'm stupid. Will be taking my business elsewhere never experienced service so bad anywhere."
5bc3f0f39d378002c45be000,2018-10-15 01:44:19+00:00,2018-10-20 20:32:10+00:00,,1,"I have been a Tesco mobile customer for a few years and have used my phone in The Eu and Canada. I have been in the USA for ten days and only able to send one text and make one phone call, the phone changes from Tesco to T mobile. On the recommendation of Tesco Northwich I purchased a Tesco international calling card and that does not work either. Have been into T mobile in Boston (Mas) they could not help. My phone is a Nokia C2. Not impressed with Tesco mobileHave spoken to Tesco customer services, the card I was sold in a Tesco branch in order to ring the UK from the USA is not for that purpose, it is for ringing abroad from the UK also my partner was told to download an app for the same reason. The staff in branch are clearly not trained in the products they sell and its not the staff's fault. It's Tesco's fault. They need to ensure that their staff are fully trained."
5bc31dfb9d378002c45baef7,2018-10-14 10:44:11+00:00,,,5,Best  of the bunch  out there would highly  recommend  tesco mobile to anyone
5bc1f74e9d378009bc808213,2018-10-13 13:46:54+00:00,,,1,"Rang Tesco mobile this morning , waited 10 minutes to get through , went thru all the security questions , 5 in total , last one was last 4 digits of card.As I didn't have in same room I said to assistant I could guess and if not right I'll go get card from hall , I guessed , wrong number ! , when I came back with my card , she told me , you only get one attempt , your now locked out and have to ring in and speak to another advisor.I stated I've waited 10 mins but she wasn't haven't it.So I've rung back, and still waiting to get throughUpshot , I'm now on hold to get a PAC code ....I'm out of here !!"
5bc0975e9d378009bc801eb3,2018-10-12 12:45:18+00:00,,,2,Was very happy with my phone till my 4G stopped working for over a week. I rang them and they said a mass was under repair and if I want out of the area it would work. Well I went to a different city an hour away and it still wouldn't pick up. I rang them again and they said the same thing. I didn't believe them at this point so I factory reset my phone completely and it's working absolutely fine now. This worries me! Don't know if I'll be staying with Tesco mobile when my contract is up.
5bbe3dc99d3780075c5803d1,2018-10-10 17:58:33+00:00,,,1,Do not get child contracts out with tesco mobile. They are rubbish. The customer service is diabolical.
5bbe27879d37800950732d02,2018-10-10 16:23:35+00:00,,,5,Fast and helpful response via twitter. Issues all sorted now. Know I can use them again if I have any issues.
5bbde7c89d37800344493a62,2018-10-10 11:51:36+00:00,,,1,"I am writing to complain about service I have just received at your bulwell Nottingham branch.I have been a loyal customer with Tesco mobile for many many years but today I have had the worst experience of customer service ever .I have a contract phone a Motorola which I took new contract end of july the phone has stopped working I as requested went back to store who had a look and said yes fault with it will need to be repaired not really acceptable when only 2 to 3 months old but if that’s what your policy is that’s ok .The problem is that my husband who is on the transplant waiting list cant be without a phone when I tried to explain all I got back was I understand but its policy the young lad said he would feel the same and if it was upto him he would just swap he then said couldn’t offer a loan phone as not policy at this point I got very distressed and asked for manager he went to get him but returned saying out of store but best option I have is to buy a basic phone and then bring it back for refund when the phone was repaired . he then rang Tesco repair center who spoke to me they said as a medical emergency phone it would be down to the store if they could waver and swap faulty phone , when I relayed this back the response was no not policy I was then informed that a jiffy bag would be sent out which takes 3 to 5 days at this point I got really distressed as we simply cant be without it that long I was then asked well what do you want to do . I obviously have no choice but to wait but I said I wanted to speak to customer service and was pointed downstairs to desk .The lady on desk did come straight to me as at this point I was in tears I am under so much stress with the whole transplant situation I think this just pushed me over . she took the phone and told me not to worry she would speak to phone manager who after 5 minuets appeared he came down wasn’t interested in helping   his answer was as before buy a basic phone then return it what has really upset me is his reply its only 20.00 and also his its policy which was said constantly he was very patronizing I tried to show proof of medical renal alart but he was not ––interested I left very upset I do understand you have policys but the phone is not fit for purpose and the fact that as a medical use phone you wouldn’t help one bit Also please don’t lie to customers I was told phone manager was out but when I went to customer service he suddenly appearedPlease don’t use phrase only 20 .00 its only 20 if you can afford it To be stood in customer service in tears and spoken to like that is disgusting   I am really distressed about the whole thing and came away still with phone that doesn’t work and having to wait now for return bag I hope no one who dealt with me goes through what I am going through but if they did they would understand why I am so upset and why being without phone is such a major issue"
5bbcbc8b9d37800afc6cfae4,2018-10-09 14:34:51+00:00,,,1,"Waited 4 days for 2 new phones to turn up, only 1 turns up on the expected delivery date.Cost me £80 wages to take the day off. The other phone could be tomorrow or could be the next day apparently. Tesco didn't even apologise , going to cost me £260 in wages now for their cock up! But don't worry , they will reimburse me a total of £9 line rental!  how considerate!. They wont change the delivery address to my works either to avoid me loosing more pay, DISGUSTED !. Hopefully I can cancel this and go with someone else. thanks Tesco, bloody useless .K. Bray, Cornwall."
5bbcbb039d37800b643338be,2018-10-09 14:28:19+00:00,,,1,"Honestly Tesco Mobile Are Thieves.The massive overcharges for going over your Data Limit without any warning or alert that you've reached it is absolutely obscene. They stole 320 euro from me, an insane amount and I'm calling it theft cause there's no way in hell they can justify the prices they charge.Also while paying the bill in payments they ignore me requests to pay it for days at a time and during that time periods they cut off my data and activate call barring so I can't call or text, and continue to ignore my constant requests into their help line on their Customer Service app.I'm completely disgusted with their horrific charges and especially their incredibly apathetic staff who don't care in the slightest about your situation. That is if you can actually get one of them on the phone or in the customer service chat, which they CHARGE you for in addition. Absolutely disgraceful in every possible sense."
5bbb46c09d378002042c254b,2018-10-08 12:00:00+00:00,,,5,"I spoke to Laura who was very informative and helpful. The online chat system was easy to use and hassle free, all my questions have been answered and my initial query sorted."
5bb8e87b9d37800afc6be2c2,2018-10-06 16:53:15+00:00,2018-10-06 16:54:00+00:00,,1,Dont go with tesco mobile customer service is terrible. Still waiting for a response fron complaint we raised two month ago. False promises time and time again.
5beac32a9d378009543a35b5,2018-11-13 12:27:22+00:00,,,1,Hi I had a Tesco Mobile more then three years then decided to switch and as per Tesco Mobile rule I have informed one month in advance to terminate my contract but puk code made it difficult as I didn’t used it and my contract was kept rolling and I got email and then letter from third party debt recovery demanding outstanding balance now contact is cancelled by Tesco which they couldn’t in past because of puk code and who allowed them to share my email address with third party I believe it’s breach of data protection act any advice
5be6d8419d37800a4cda7d4c,2018-11-10 13:08:17+00:00,,,5,I've never had a problem with the service from Tesco. I like how they let you know in advance when you're able to get another phone. The perks and upgrades are really useful and good value for money too. I would recommend them to anyone wishing to switch contract provider.
5be5bdd79d378005688603d0,2018-11-09 17:03:19+00:00,,,1,"Bad reception (even thou i live on outskirts of London). Called to cancel our contract, one of their ‘customer service’ team put in the wrong information, so blocks my account!! So i have to call back another day, wasting another half hour!! Avoid!!"
5be42e349d37800a4cd99377,2018-11-08 12:38:12+00:00,,,5,"I have been a Tesco Customer for over 9 years, and very happy with Tesco Mobile, most of the time everything has been fine but any time that there has been a problem or I just needed advice or help  it is  very easy via various means to contact customer care and I have always found them to be very helpful and always been satisfied  with the outcome. I am happy too and in fact  have recommended Tesco Mobile."
5be41b839d37800a4cd98a0a,2018-11-08 11:18:27+00:00,,,1,"If I could give 0 stars I would. Me and my husband have 4 contracts with Tesco not to mention shopping and pet insurance I’ve been with Tesco’s a year now and from day 1 I’ve had problems with my I phone 8. I’ve had it replaced 5 times as I kept getting fobbed off telling me to go to apple, my husband eventually took it further to complaints where we were told if I can get the proof of the phones from apple to show that apple replaced the phones then they would help. Months of hell phone calls wasting disel etc I’m still sat waiting for this to be sorted out, I have done everything that the consumer law states I’ve also given Tesco more then enough chances to sort this. They have failed too I feel very let down I need a working phone I’m disabled have 3 children no one can contact me, we have gone well out of our way to provide Tesco with everything they asked for! It gets chucked back in our face with we need more time head office has to agree to it i was promised they  would have decision today by 9.30am, and guess what no update. So oh dear Tesco I’ve gone to your ceo and I’m going to the ombudsman I’m sick of big companies thinking that they can treat their customers like rubbish! Beware do not touch they don’t want to help!"
5be4123f9d3780056885589b,2018-11-08 10:38:55+00:00,,,5,Absolute amazing service I have been with Tesco mobile for years and the have always been outstanding with service. Just spoke with jade regarding an issue I have and she went out of her way to help me. Professional service and she got me sorted. Would recommend tesco mobile to everyone I've never been disappointed always 5 star service
5be361469d37800a9c4c555e,2018-11-07 22:03:50+00:00,,,3,been with tesco mobile for years   have second contract for son  but i upgraded to the alcatel phone  just need a simple one  still pay same money and it has been the worst mobile i have ever had if i hadnt thrown it our of frustration at a wall i would cancel contracts
5be2e4b09d3780056884e1c8,2018-11-07 13:12:16+00:00,2018-11-07 13:13:12+00:00,,1,"I made In store purchase on pay monthly. Paid first MONTH upfront in store, just 8 days later I was  billed for second month. And payment was taken by direct debit in full. I expected a discount for the first ""MONTH"" being only 8 days long . Tried to log into my account to find out what the terms and conditions state. But a message said my username was incorrect.  So I requsted a reminder of my username, and TESCO sent me the username they claim is not on their system.                 Come on Tesco, I can give you full marks for Network reception, full marks for value for money, full marks for advice and service by phone shop staff. But you have blown all that hard work by having a computer that is ¥₩#!"
5be16b279d37800ac81d2554,2018-11-06 10:21:27+00:00,,,1,"Horrendous customer service from Ian. Rude, talks over you and very unhelpful. The manager Lauren is untrained in processed and gives wrong information. This is the worst customer service, I've had from any company - ever."
